doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
nghi-dinh-168-2024-nd-cp,data/nghi-dinh-168/nghi-dinh-168-2024-nd-cp.md,"Nghị định 168/2024/NĐ-CP về xử phạt vi phạm hành chính trong lĩnh vực giao thông đường bộ",https://vanban.chinhphu.vn/?classid=1&docid=212167&pageid=27160,2026-08-03,2024-12-26,official-public-record
